loss,val_loss
5.840758800506592,5.1217451095581055
4.806506633758545,4.921877384185791
4.5645928382873535,4.709196090698242
4.3940863609313965,4.616115093231201
4.30068302154541,4.555417537689209
4.218842506408691,4.511730670928955
4.150542736053467,4.469310760498047
4.085257053375244,4.448659896850586
4.027764320373535,4.442911148071289
3.971255302429199,4.420394420623779
3.9149606227874756,4.409182548522949
3.860621690750122,4.390604019165039
3.80043888092041,4.394357204437256
3.745393753051758,4.372976303100586
3.6900219917297363,4.376928806304932
3.634512424468994,4.367946624755859
3.5822808742523193,4.371691703796387
3.52923321723938,4.373425006866455
3.4778525829315186,4.383213996887207
3.4296419620513916,4.370174407958984
3.37467622756958,4.3973870277404785
3.3271236419677734,4.409248352050781
3.2770097255706787,4.408682346343994
3.222407102584839,4.428265571594238
3.1697885990142822,4.447821617126465
3.1171875,4.464277267456055
3.064340114593506,4.482753753662109
3.0136709213256836,4.496597766876221
2.962959051132202,4.514302730560303
2.9110140800476074,4.542174339294434
2.852862596511841,4.574591159820557
2.8049063682556152,4.600176811218262
2.7522363662719727,4.617048740386963
2.7013440132141113,4.656944274902344
2.6474196910858154,4.667290210723877
2.598544120788574,4.700966835021973
2.546015977859497,4.72163724899292
2.494206190109253,4.7426557540893555
2.4447333812713623,4.7921600341796875
2.397144317626953,4.794620513916016
2.346243381500244,4.831043720245361
2.299400568008423,4.854225158691406
2.2497079372406006,4.891934394836426
2.2047536373138428,4.907627105712891
2.156738758087158,4.962784767150879
2.110973596572876,4.9780802726745605
2.06459379196167,5.012785911560059
2.0198938846588135,5.038079261779785
1.9785317182540894,5.087698459625244
1.9352144002914429,5.112622261047363
1.8910819292068481,5.16060209274292
1.8509410619735718,5.203163146972656
1.8071088790893555,5.2330403327941895
1.7671724557876587,5.256084442138672
1.7282483577728271,5.290059566497803
1.6882312297821045,5.313626766204834
1.6508643627166748,5.345972061157227
1.606658935546875,5.4014973640441895
1.5695804357528687,5.420696258544922
1.5323854684829712,5.484086036682129
1.4940097332000732,5.525025367736816
1.4589781761169434,5.546197414398193
1.4230551719665527,5.591473579406738
1.3904520273208618,5.612512588500977
1.3511755466461182,5.6695475578308105
1.3170984983444214,5.676955699920654
1.2863564491271973,5.740540027618408
1.2550956010818481,5.767215251922607
1.2237632274627686,5.801106929779053
1.1898270845413208,5.857426643371582
1.1602940559387207,5.873430252075195
1.1311060190200806,5.897373199462891
1.0981637239456177,5.967080593109131
1.0693119764328003,6.003457069396973
1.043502688407898,6.055400371551514
1.015703797340393,6.079338073730469
0.9865855574607849,6.136436939239502
0.9586741328239441,6.150106906890869
0.9326456189155579,6.1697258949279785
0.9111687541007996,6.200568675994873
0.8800556659698486,6.250807285308838
0.8560432195663452,6.297069549560547
0.8327171206474304,6.326405048370361
0.8078817129135132,6.376117706298828
0.7867700457572937,6.393221855163574
0.7628036737442017,6.437015056610107
0.7396239638328552,6.4707207679748535
0.7192189693450928,6.49267053604126
0.6959564685821533,6.547779560089111
0.673667848110199,6.5667924880981445
0.66068434715271,6.616460800170898
0.6389381289482117,6.683189392089844
0.616972804069519,6.718501091003418
0.6030069589614868,6.733237266540527
0.5837323069572449,6.779816627502441
0.5632736682891846,6.823331356048584
0.547421932220459,6.820956230163574
0.5306868553161621,6.915761947631836
0.5187530517578125,6.863306999206543
0.5070555806159973,6.943933486938477
