loss,val_loss
5.853222846984863,5.115597248077393
4.828934669494629,4.933111190795898
4.604721546173096,4.701726913452148
4.406381130218506,4.580235004425049
4.306917667388916,4.524034023284912
4.2344231605529785,4.4883646965026855
4.175487518310547,4.463686466217041
4.125828266143799,4.447486400604248
4.082302093505859,4.428520679473877
4.038689136505127,4.408408164978027
3.9961678981781006,4.381749629974365
3.949977397918701,4.364991188049316
3.905937433242798,4.342113018035889
3.863858938217163,4.32770299911499
3.8213202953338623,4.3098649978637695
3.7837045192718506,4.2955322265625
3.7474918365478516,4.289086818695068
3.7103829383850098,4.278153419494629
3.6770377159118652,4.276627540588379
3.6449203491210938,4.270838260650635
3.611863851547241,4.269750595092773
3.583857536315918,4.263187885284424
3.5564210414886475,4.260457515716553
3.527759552001953,4.267302513122559
3.500607490539551,4.268620014190674
3.4743566513061523,4.266617774963379
3.4467933177948,4.26296854019165
3.4239444732666016,4.269424915313721
3.396974563598633,4.279470443725586
3.3736350536346436,4.275731563568115
3.3477554321289062,4.2818989753723145
3.3248085975646973,4.294973850250244
3.3000435829162598,4.295280933380127
3.27530574798584,4.302097320556641
3.253582239151001,4.312347412109375
3.2276666164398193,4.324411869049072
3.2066333293914795,4.330148696899414
3.1806325912475586,4.343657493591309
3.1562931537628174,4.347498893737793
3.1350290775299072,4.366591930389404
3.111584424972534,4.371120452880859
3.0889458656311035,4.388708114624023
3.0639262199401855,4.389135360717773
3.043433427810669,4.408517837524414
3.0199050903320312,4.4258575439453125
2.9952292442321777,4.433763027191162
2.9724276065826416,4.438656806945801
2.948500156402588,4.448991298675537
2.9253089427948,4.462281703948975
2.9023044109344482,4.475519180297852
2.876926898956299,4.494794845581055
2.8541619777679443,4.504079818725586
2.830756425857544,4.506447792053223
2.8060851097106934,4.529872894287109
2.7814347743988037,4.539385795593262
2.7627127170562744,4.561249732971191
2.736832857131958,4.578647136688232
2.7123639583587646,4.573451519012451
2.688418388366699,4.598046779632568
2.665072441101074,4.630223274230957
2.642900228500366,4.652806282043457
2.6208276748657227,4.657989501953125
2.597439765930176,4.673378944396973
2.5755038261413574,4.713664531707764
2.5487918853759766,4.711203098297119
2.5283758640289307,4.728302001953125
2.5089292526245117,4.779345512390137
2.4855499267578125,4.749004364013672
2.4606499671936035,4.780196189880371
2.438516139984131,4.806546688079834
2.4135665893554688,4.8430280685424805
2.391251802444458,4.828618049621582
2.367241144180298,4.861927032470703
2.3464159965515137,4.8845648765563965
2.322120428085327,4.905702114105225
2.302696704864502,4.905858993530273
2.2785141468048096,4.926156997680664
2.253603935241699,4.945431232452393
2.232926845550537,4.977253437042236
2.2114250659942627,5.010209560394287
2.188934087753296,5.009303092956543
2.166090250015259,5.030109882354736
2.1469740867614746,5.051220893859863
2.12333607673645,5.088047981262207
2.100186586380005,5.102205276489258
2.0812501907348633,5.112143516540527
2.0563619136810303,5.133439540863037
2.03792405128479,5.156248569488525
2.014569044113159,5.178060054779053
1.9938474893569946,5.182848930358887
1.9725905656814575,5.222431659698486
1.9510661363601685,5.233251571655273
1.9286270141601562,5.278597354888916
1.906727910041809,5.29716682434082
1.8858798742294312,5.320825576782227
1.86644446849823,5.322640419006348
1.8473076820373535,5.344610214233398
1.8293733596801758,5.4002509117126465
1.8079873323440552,5.389256000518799
1.785938024520874,5.4228515625
